step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
34,1,right,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,False,False,1,4,3,key
35,0,left,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,False,False,1,4,2,key
36,1,right,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,False,False,1,4,3,key
37,0,left,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,False,False,1,4,2,key
38,1,right,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,False,False,1,4,3,key
39,0,left,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,False,False,1,4,2,key
40,1,right,0.0,0.0,0.0,0.0,0.0,0.22360679774997896,False,False,1,4,3,key
41,0,left,0.0,0.0,0.0,0.0,0.0,0.22360679774997896,False,False,1,4,2,key
42,1,right,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,False,False,1,4,3,key
43,0,left,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,False,False,1,4,2,key
44,1,right,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,False,False,1,4,3,key
45,0,left,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,False,False,1,4,2,key
46,1,right,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,False,False,1,4,3,key
47,0,left,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,False,False,1,4,2,key
48,1,right,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,False,False,1,4,3,key
49,0,left,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,False,False,1,4,2,key
50,1,right,0.0,0.0,0.0,0.0,0.0,0.2,False,False,1,4,3,key
51,0,left,0.0,0.0,0.0,0.0,0.0,0.2,False,False,1,4,2,key
52,1,right,0.0,0.0,0.0,0.0,0.0,0.19611613513818404,False,False,1,4,3,key
53,0,left,0.0,0.0,0.0,0.0,0.0,0.19611613513818404,False,False,1,4,2,key
54,1,right,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,False,False,1,4,3,key
55,0,left,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,False,False,1,4,2,key
56,1,right,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,False,False,1,4,3,key
57,0,left,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,False,False,1,4,2,key
58,1,right,0.0,0.0,0.0,0.0,0.0,0.18569533817705186,False,False,1,4,3,key
59,0,left,0.0,0.0,0.0,0.0,0.0,0.18569533817705186,False,False,1,4,2,key
60,1,right,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,False,False,1,4,3,key
61,0,left,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,False,False,1,4,2,key
62,1,right,0.0,0.0,0.0,0.0,0.0,0.1796053020267749,False,False,1,4,3,key
63,0,left,0.0,0.0,0.0,0.0,0.0,0.1796053020267749,False,False,1,4,2,key
64,1,right,0.0,0.0,0.0,0.0,0.0,0.17677669529663687,False,False,1,4,3,key
65,0,left,0.0,0.0,0.0,0.0,0.0,0.17677669529663687,False,False,1,4,2,key
66,1,right,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,False,False,1,4,3,key
67,0,left,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,False,False,1,4,2,key
68,1,right,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,False,False,1,4,3,key
69,0,left,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,False,False,1,4,2,key
70,1,right,0.0,0.0,0.0,0.0,0.0,0.1690308509457033,False,False,1,4,3,key
71,0,left,0.0,0.0,0.0,0.0,0.0,0.1690308509457033,False,False,1,4,2,key
72,1,right,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,False,False,1,4,3,key
73,0,left,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,False,False,1,4,2,key
74,1,right,0.0,0.0,0.0,0.0,0.0,0.1643989873053573,False,False,1,4,3,key
75,0,left,0.0,0.0,0.0,0.0,0.0,0.1643989873053573,False,False,1,4,2,key
76,1,right,0.0,0.0,0.0,0.0,0.0,0.16222142113076254,False,False,1,4,3,key
77,0,left,0.0,0.0,0.0,0.0,0.0,0.16222142113076254,False,False,1,4,2,key
78,1,right,0.0,0.0,0.0,0.0,0.0,0.16012815380508713,False,False,1,4,3,key
79,0,left,0.0,0.0,0.0,0.0,0.0,0.16012815380508713,False,False,1,4,2,key
80,1,right,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,False,False,1,4,3,key
81,0,left,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,False,False,1,4,2,key
82,1,right,0.0,0.0,0.0,0.0,0.0,0.15617376188860607,False,False,1,4,3,key
83,0,left,0.0,0.0,0.0,0.0,0.0,0.15617376188860607,False,False,1,4,2,key
84,1,right,0.0,0.0,0.0,0.0,0.0,0.1543033499620919,False,False,1,4,3,key
85,0,left,0.0,0.0,0.0,0.0,0.0,0.1543033499620919,False,False,1,4,2,key
86,1,right,0.0,0.0,0.0,0.0,0.0,0.15249857033260467,False,False,1,4,3,key
87,0,left,0.0,0.0,0.0,0.0,0.0,0.15249857033260467,False,False,1,4,2,key
88,1,right,0.0,0.0,0.0,0.0,0.0,0.15075567228888181,False,False,1,4,3,key
89,0,left,0.0,0.0,0.0,0.0,0.0,0.15075567228888181,False,False,1,4,2,key
90,1,right,0.0,0.0,0.0,0.0,0.0,0.14907119849998599,False,False,1,4,3,key
91,0,left,0.0,0.0,0.0,0.0,0.0,0.14907119849998599,False,False,1,4,2,key
92,1,right,0.0,0.0,0.0,0.0,0.0,0.14744195615489714,False,False,1,4,3,key
93,0,left,0.0,0.0,0.0,0.0,0.0,0.14744195615489714,False,False,1,4,2,key
94,1,right,0.0,0.0,0.0,0.0,0.0,0.14586499149789456,False,False,1,4,3,key
95,0,left,0.0,0.0,0.0,0.0,0.0,0.14586499149789456,False,False,1,4,2,key
96,1,right,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,False,False,1,4,3,key
97,0,left,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,False,False,1,4,2,key
98,1,right,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,False,False,1,4,3,key
99,0,left,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,False,False,1,4,2,key
100,1,right,0.0,0.0,0.0,0.0,0.0,0.1414213562373095,False,False,1,4,3,key
101,0,left,0.0,0.0,0.0,0.0,0.0,0.1414213562373095,False,False,1,4,2,key
102,1,right,0.0,0.0,0.0,0.0,0.0,0.14002800840280097,False,False,1,4,3,key
103,0,left,0.0,0.0,0.0,0.0,0.0,0.14002800840280097,False,False,1,4,2,key
104,1,right,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,False,False,1,4,3,key
105,0,left,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,False,False,1,4,2,key
106,1,right,0.0,0.0,0.0,0.0,0.0,0.13736056394868904,False,False,1,4,3,key
107,0,left,0.0,0.0,0.0,0.0,0.0,0.13736056394868904,False,False,1,4,2,key
108,1,right,0.0,0.0,0.0,0.0,0.0,0.13608276348795434,False,False,1,4,3,key
109,0,left,0.0,0.0,0.0,0.0,0.0,0.13608276348795434,False,False,1,4,2,key
110,1,right,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,False,False,1,4,3,key
111,0,left,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,False,False,1,4,2,key
112,1,right,0.0,0.0,0.0,0.0,0.0,0.1336306209562122,False,False,1,4,3,key
113,0,left,0.0,0.0,0.0,0.0,0.0,0.1336306209562122,False,False,1,4,2,key
114,1,right,0.0,0.0,0.0,0.0,0.0,0.13245323570650439,False,False,1,4,3,key
115,0,left,0.0,0.0,0.0,0.0,0.0,0.13245323570650439,False,False,1,4,2,key
116,1,right,0.0,0.0,0.0,0.0,0.0,0.13130643285972254,False,False,1,4,3,key
117,0,left,0.0,0.0,0.0,0.0,0.0,0.13130643285972254,False,False,1,4,2,key
118,1,right,0.0,0.0,0.0,0.0,0.0,0.13018891098082389,False,False,1,4,3,key
119,0,left,0.0,0.0,0.0,0.0,0.0,0.13018891098082389,False,False,1,4,2,key
120,1,right,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,False,False,1,4,3,key
121,0,left,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,False,False,1,4,2,key
122,1,right,0.0,0.0,0.0,0.0,0.0,0.12803687993289598,False,False,1,4,3,key
123,0,left,0.0,0.0,0.0,0.0,0.0,0.12803687993289598,False,False,1,4,2,key
124,1,right,0.0,0.0,0.0,0.0,0.0,0.1270001270001905,False,False,1,4,3,key
125,0,left,0.0,0.0,0.0,0.0,0.0,0.1270001270001905,False,False,1,4,2,key
126,1,right,0.0,0.0,0.0,0.0,0.0,0.1259881576697424,False,False,1,4,3,key
127,0,left,0.0,0.0,0.0,0.0,0.0,0.1259881576697424,False,False,1,4,2,key
128,1,right,0.0,0.0,0.0,0.0,0.0,0.125,False,False,1,4,3,key
129,0,left,0.0,0.0,0.0,0.0,0.0,0.125,False,False,1,4,2,key
130,1,right,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,False,False,1,4,3,key
131,0,left,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,False,False,1,4,2,key
132,1,right,0.0,0.0,0.0,0.0,0.0,0.12309149097933272,False,False,1,4,3,key
133,0,left,0.0,0.0,0.0,0.0,0.0,0.12309149097933272,False,False,1,4,2,key
134,1,right,0.0,0.0,0.0,0.0,0.0,0.12216944435630522,False,False,1,4,3,key
135,0,left,0.0,0.0,0.0,0.0,0.0,0.12216944435630522,False,False,1,4,2,key
136,1,right,0.0,0.0,0.0,0.0,0.0,0.12126781251816648,False,False,1,4,3,key
137,0,left,0.0,0.0,0.0,0.0,0.0,0.12126781251816648,False,False,1,4,2,key
138,1,right,0.0,0.0,0.0,0.0,0.0,0.1203858530857692,False,False,1,4,3,key
139,0,left,0.0,0.0,0.0,0.0,0.0,0.1203858530857692,False,False,1,4,2,key
140,1,right,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,False,False,1,4,3,key
141,0,left,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,False,False,1,4,2,key
142,1,right,0.0,0.0,0.0,0.0,0.0,0.11867816581938533,False,False,1,4,3,key
143,0,left,0.0,0.0,0.0,0.0,0.0,0.11867816581938533,False,False,1,4,2,key
144,1,right,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,False,False,1,4,3,key
145,0,left,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,False,False,1,4,2,key
146,1,right,0.0,0.0,0.0,0.0,0.0,0.11704114719613057,False,False,1,4,3,key
147,0,left,0.0,0.0,0.0,0.0,0.0,0.11704114719613057,False,False,1,4,2,key
148,1,right,0.0,0.0,0.0,0.0,0.0,0.11624763874381928,False,False,1,4,3,key
149,0,left,0.0,0.0,0.0,0.0,0.0,0.11624763874381928,False,False,1,4,2,key
150,1,right,0.0,0.0,0.0,0.0,0.0,0.11547005383792514,False,False,1,4,3,key
151,0,left,0.0,0.0,0.0,0.0,0.0,0.11547005383792514,False,False,1,4,2,key
152,1,right,0.0,0.0,0.0,0.0,0.0,0.11470786693528087,False,False,1,4,3,key
153,0,left,0.0,0.0,0.0,0.0,0.0,0.11470786693528087,False,False,1,4,2,key
154,1,right,0.0,0.0,0.0,0.0,0.0,0.11396057645963795,False,False,1,4,3,key
155,0,left,0.0,0.0,0.0,0.0,0.0,0.11396057645963795,False,False,1,4,2,key
156,1,right,0.0,0.0,0.0,0.0,0.0,0.11322770341445956,False,False,1,4,3,key
157,0,left,0.0,0.0,0.0,0.0,0.0,0.11322770341445956,False,False,1,4,2,key
158,1,right,0.0,0.0,0.0,0.0,0.0,0.1125087900926024,False,False,1,4,3,key
159,0,left,0.0,0.0,0.0,0.0,0.0,0.1125087900926024,False,False,1,4,2,key
160,1,right,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,False,False,1,4,3,key
161,0,left,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,False,False,1,4,2,key
162,1,right,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,False,False,1,4,3,key
163,0,left,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,False,False,1,4,2,key
164,1,right,0.0,0.0,0.0,0.0,0.0,0.11043152607484653,False,False,1,4,3,key
165,0,left,0.0,0.0,0.0,0.0,0.0,0.11043152607484653,False,False,1,4,2,key
166,1,right,0.0,0.0,0.0,0.0,0.0,0.10976425998969035,False,False,1,4,3,key
167,0,left,0.0,0.0,0.0,0.0,0.0,0.10976425998969035,False,False,1,4,2,key
168,1,right,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,False,False,1,4,3,key
169,0,left,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,False,False,1,4,2,key
170,1,right,0.0,0.0,0.0,0.0,0.0,0.10846522890932808,False,False,1,4,3,key
171,0,left,0.0,0.0,0.0,0.0,0.0,0.10846522890932808,False,False,1,4,2,key
172,1,right,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,False,False,1,4,3,key
173,0,left,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,False,False,1,4,2,key
174,1,right,0.0,0.0,0.0,0.0,0.0,0.10721125348377948,False,False,1,4,3,key
175,0,left,0.0,0.0,0.0,0.0,0.0,0.10721125348377948,False,False,1,4,2,key
176,1,right,0.0,0.0,0.0,0.0,0.0,0.10660035817780521,False,False,1,4,3,key
177,0,left,0.0,0.0,0.0,0.0,0.0,0.10660035817780521,False,False,1,4,2,key
178,1,right,0.0,0.0,0.0,0.0,0.0,0.105999788000636,False,False,1,4,3,key
179,0,left,0.0,0.0,0.0,0.0,0.0,0.105999788000636,False,False,1,4,2,key
180,1,right,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,False,False,1,4,3,key
181,0,left,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,False,False,1,4,2,key
182,1,right,0.0,0.0,0.0,0.0,0.0,0.10482848367219183,False,False,1,4,3,key
183,0,left,0.0,0.0,0.0,0.0,0.0,0.10482848367219183,False,False,1,4,2,key
184,1,right,0.0,0.0,0.0,0.0,0.0,0.10425720702853739,False,False,1,4,3,key
185,0,left,0.0,0.0,0.0,0.0,0.0,0.10425720702853739,False,False,1,4,2,key
186,1,right,0.0,0.0,0.0,0.0,0.0,0.10369516947304253,False,False,1,4,3,key
187,0,left,0.0,0.0,0.0,0.0,0.0,0.10369516947304253,False,False,1,4,2,key
188,1,right,0.0,0.0,0.0,0.0,0.0,0.10314212462587934,False,False,1,4,3,key
189,0,left,0.0,0.0,0.0,0.0,0.0,0.10314212462587934,False,False,1,4,2,key
190,1,right,0.0,0.0,0.0,0.0,0.0,0.10259783520851541,False,False,1,4,3,key
191,0,left,0.0,0.0,0.0,0.0,0.0,0.10259783520851541,False,False,1,4,2,key
192,1,right,0.0,0.0,0.0,0.0,0.0,0.10206207261596577,False,False,1,4,3,key
193,0,left,0.0,0.0,0.0,0.0,0.0,0.10206207261596577,False,False,1,4,2,key
194,1,right,0.0,0.0,0.0,0.0,0.0,0.10153461651336192,False,False,1,4,3,key
195,0,left,0.0,0.0,0.0,0.0,0.0,0.10153461651336192,False,False,1,4,2,key
196,1,right,0.0,0.0,0.0,0.0,0.0,0.10101525445522107,False,False,1,4,3,key
197,0,left,0.0,0.0,0.0,0.0,0.0,0.10101525445522107,False,False,1,4,2,key
198,1,right,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,False,False,1,4,3,key
199,0,left,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,False,False,1,4,2,key
200,1,right,0.0,0.0,0.0,0.0,0.0,0.1,False,False,1,4,3,key
201,0,left,0.0,0.0,0.0,0.0,0.0,0.1,False,False,1,4,2,key
202,1,right,0.0,0.0,0.0,0.0,0.0,0.09950371902099892,False,False,1,4,3,key
203,0,left,0.0,0.0,0.0,0.0,0.0,0.09950371902099892,False,False,1,4,2,key
204,1,right,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,False,False,1,4,3,key
205,0,left,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,False,False,1,4,2,key
206,1,right,0.0,0.0,0.0,0.0,0.0,0.09853292781642932,False,False,1,4,3,key
207,0,left,0.0,0.0,0.0,0.0,0.0,0.09853292781642932,False,False,1,4,2,key
208,1,right,0.0,0.0,0.0,0.0,0.0,0.09805806756909202,False,False,1,4,3,key
209,0,left,0.0,0.0,0.0,0.0,0.0,0.09805806756909202,False,False,1,4,2,key
210,1,right,0.0,0.0,0.0,0.0,0.0,0.09759000729485333,False,False,1,4,3,key
211,0,left,0.0,0.0,0.0,0.0,0.0,0.09759000729485333,False,False,1,4,2,key
212,1,right,0.0,0.0,0.0,0.0,0.0,0.09712858623572641,False,False,1,4,3,key
213,0,left,0.0,0.0,0.0,0.0,0.0,0.09712858623572641,False,False,1,4,2,key
214,1,right,0.0,0.0,0.0,0.0,0.0,0.09667364890456635,False,False,1,4,3,key
215,0,left,0.0,0.0,0.0,0.0,0.0,0.09667364890456635,False,False,1,4,2,key
216,1,right,0.0,0.0,0.0,0.0,0.0,0.09622504486493763,False,False,1,4,3,key
217,0,left,0.0,0.0,0.0,0.0,0.0,0.09622504486493763,False,False,1,4,2,key
218,1,right,0.0,0.0,0.0,0.0,0.0,0.09578262852211514,False,False,1,4,3,key
219,0,left,0.0,0.0,0.0,0.0,0.0,0.09578262852211514,False,False,1,4,2,key
220,1,right,0.0,0.0,0.0,0.0,0.0,0.09534625892455924,False,False,1,4,3,key
221,0,left,0.0,0.0,0.0,0.0,0.0,0.09534625892455924,False,False,1,4,2,key
222,1,right,0.0,0.0,0.0,0.0,0.0,0.0949157995752499,False,False,1,4,3,key
223,0,left,0.0,0.0,0.0,0.0,0.0,0.0949157995752499,False,False,1,4,2,key
224,1,right,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,False,False,1,4,3,key
225,0,left,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,False,False,1,4,2,key
226,1,right,0.0,0.0,0.0,0.0,0.0,0.09407208683835973,False,False,1,4,3,key
227,0,left,0.0,0.0,0.0,0.0,0.0,0.09407208683835973,False,False,1,4,2,key
228,1,right,0.0,0.0,0.0,0.0,0.0,0.0936585811581694,False,False,1,4,3,key
229,0,left,0.0,0.0,0.0,0.0,0.0,0.0936585811581694,False,False,1,4,2,key
230,1,right,0.0,0.0,0.0,0.0,0.0,0.09325048082403138,False,False,1,4,3,key
231,0,left,0.0,0.0,0.0,0.0,0.0,0.09325048082403138,False,False,1,4,2,key
232,1,right,0.0,0.0,0.0,0.0,0.0,0.09284766908852593,False,False,1,4,3,key
233,0,left,0.0,0.0,0.0,0.0,0.0,0.09284766908852593,False,False,1,4,2,key
234,1,right,0.0,0.0,0.0,0.0,0.0,0.09245003270420485,False,False,1,4,3,key
235,0,left,0.0,0.0,0.0,0.0,0.0,0.09245003270420485,False,False,1,4,2,key
236,1,right,0.0,0.0,0.0,0.0,0.0,0.09205746178983235,False,False,1,4,3,key
237,0,left,0.0,0.0,0.0,0.0,0.0,0.09205746178983235,False,False,1,4,2,key
238,1,right,0.0,0.0,0.0,0.0,0.0,0.09166984970282113,False,False,1,4,3,key
239,0,left,0.0,0.0,0.0,0.0,0.0,0.09166984970282113,False,False,1,4,2,key
240,1,right,0.0,0.0,0.0,0.0,0.0,0.09128709291752768,False,False,1,4,3,key
241,0,left,0.0,0.0,0.0,0.0,0.0,0.09128709291752768,False,False,1,4,2,key
242,1,right,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,False,False,1,4,3,key
243,0,left,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,False,False,1,4,2,key
244,1,right,0.0,0.0,0.0,0.0,0.0,0.09053574604251853,False,False,1,4,3,key
245,0,left,0.0,0.0,0.0,0.0,0.0,0.09053574604251853,False,False,1,4,2,key
246,1,right,0.0,0.0,0.0,0.0,0.0,0.09016696346674323,False,False,1,4,3,key
247,0,left,0.0,0.0,0.0,0.0,0.0,0.09016696346674323,False,False,1,4,2,key
248,1,right,0.0,0.0,0.0,0.0,0.0,0.08980265101338746,False,False,1,4,3,key
249,0,left,0.0,0.0,0.0,0.0,0.0,0.08980265101338746,False,False,1,4,2,key
250,1,right,0.0,0.0,0.0,0.0,0.0,0.08944271909999159,False,False,1,4,3,key
251,0,left,0.0,0.0,0.0,0.0,0.0,0.08944271909999159,False,False,1,4,2,key
252,1,right,0.0,0.0,0.0,0.0,0.0,0.0890870806374748,False,False,1,4,3,key
253,0,left,0.0,0.0,0.0,0.0,0.0,0.0890870806374748,False,False,1,4,2,key
254,1,right,0.0,0.0,0.0,0.0,0.0,0.08873565094161139,False,False,1,4,3,key
255,0,left,0.0,0.0,0.0,0.0,0.0,0.08873565094161139,False,False,1,4,2,key
256,1,right,0.0,0.0,0.0,0.0,0.0,0.08838834764831843,False,False,1,4,3,key
257,0,left,0.0,0.0,0.0,0.0,0.0,0.08838834764831843,False,False,1,4,2,key
258,1,right,0.0,0.0,0.0,0.0,0.0,0.08804509063256238,False,False,1,4,3,key
259,0,left,0.0,0.0,0.0,0.0,0.0,0.08804509063256238,False,False,1,4,2,key
260,1,right,0.0,0.0,0.0,0.0,0.0,0.08770580193070293,False,False,1,4,3,key
261,0,left,0.0,0.0,0.0,0.0,0.0,0.08770580193070293,False,False,1,4,2,key
262,1,right,0.0,0.0,0.0,0.0,0.0,0.0873704056661038,False,False,1,4,3,key
263,0,left,0.0,0.0,0.0,0.0,0.0,0.0873704056661038,False,False,1,4,2,key
264,1,right,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,False,False,1,4,3,key
265,0,left,0.0,0.0,0.0,0.0,0.0,0.08703882797784893,False,False,1,4,2,key
266,1,right,0.0,0.0,0.0,0.0,0.0,0.086710996952412,False,False,1,4,3,key
267,0,left,0.0,0.0,0.0,0.0,0.0,0.086710996952412,False,False,1,4,2,key
268,1,right,0.0,0.0,0.0,0.0,0.0,0.08638684255813601,False,False,1,4,3,key
269,0,left,0.0,0.0,0.0,0.0,0.0,0.08638684255813601,False,False,1,4,2,key
270,1,right,0.0,0.0,0.0,0.0,0.0,0.08606629658238704,False,False,1,4,3,key
271,0,left,0.0,0.0,0.0,0.0,0.0,0.08606629658238704,False,False,1,4,2,key
272,1,right,0.0,0.0,0.0,0.0,0.0,0.08574929257125441,False,False,1,4,3,key
273,0,left,0.0,0.0,0.0,0.0,0.0,0.08574929257125441,False,False,1,4,2,key
274,1,right,0.0,0.0,0.0,0.0,0.0,0.0854357657716761,False,False,1,4,3,key
275,0,left,0.0,0.0,0.0,0.0,0.0,0.0854357657716761,False,False,1,4,2,key
276,1,right,0.0,0.0,0.0,0.0,0.0,0.08512565307587486,False,False,1,4,3,key
277,0,left,0.0,0.0,0.0,0.0,0.0,0.08512565307587486,False,False,1,4,2,key
278,1,right,0.0,0.0,0.0,0.0,0.0,0.08481889296799709,False,False,1,4,3,key
279,0,left,0.0,0.0,0.0,0.0,0.0,0.08481889296799709,False,False,1,4,2,key
280,1,right,0.0,0.0,0.0,0.0,0.0,0.08451542547285165,False,False,1,4,3,key
281,0,left,0.0,0.0,0.0,0.0,0.0,0.08451542547285165,False,False,1,4,2,key
282,1,right,0.0,0.0,0.0,0.0,0.0,0.0842151921066519,False,False,1,4,3,key
283,0,left,0.0,0.0,0.0,0.0,0.0,0.0842151921066519,False,False,1,4,2,key
284,1,right,0.0,0.0,0.0,0.0,0.0,0.08391813582966891,False,False,1,4,3,key
285,0,left,0.0,0.0,0.0,0.0,0.0,0.08391813582966891,False,False,1,4,2,key
286,1,right,0.0,0.0,0.0,0.0,0.0,0.08362420100070908,False,False,1,4,3,key
287,0,left,0.0,0.0,0.0,0.0,0.0,0.08362420100070908,False,False,1,4,2,key
288,1,right,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,False,False,1,4,3,key
289,0,left,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,False,False,1,4,2,key
290,1,right,0.0,0.0,0.0,0.0,0.0,0.08304547985373997,False,False,1,4,3,key
291,0,left,0.0,0.0,0.0,0.0,0.0,0.08304547985373997,False,False,1,4,2,key
292,1,right,0.0,0.0,0.0,0.0,0.0,0.0827605888602368,False,False,1,4,3,key
293,0,left,0.0,0.0,0.0,0.0,0.0,0.0827605888602368,False,False,1,4,2,key
294,1,right,0.0,0.0,0.0,0.0,0.0,0.08247860988423225,False,False,1,4,3,key
295,0,left,0.0,0.0,0.0,0.0,0.0,0.08247860988423225,False,False,1,4,2,key
296,1,right,0.0,0.0,0.0,0.0,0.0,0.08219949365267865,False,False,1,4,3,key
