step,action,action_name,reward,done,truncated,agent_x,agent_y,agent_dir,carrying
159,0,left,0.0,False,False,1,9,3,
160,1,right,0.0,False,False,1,9,0,
161,0,left,0.0,False,False,1,9,3,
162,1,right,0.0,False,False,1,9,0,
163,0,left,0.0,False,False,1,9,3,
164,1,right,0.0,False,False,1,9,0,
165,0,left,0.0,False,False,1,9,3,
166,1,right,0.0,False,False,1,9,0,
167,0,left,0.0,False,False,1,9,3,
168,1,right,0.0,False,False,1,9,0,
169,0,left,0.0,False,False,1,9,3,
170,1,right,0.0,False,False,1,9,0,
171,0,left,0.0,False,False,1,9,3,
172,1,right,0.0,False,False,1,9,0,
173,0,left,0.0,False,False,1,9,3,
174,1,right,0.0,False,False,1,9,0,
175,0,left,0.0,False,False,1,9,3,
176,1,right,0.0,False,False,1,9,0,
177,0,left,0.0,False,False,1,9,3,
178,1,right,0.0,False,False,1,9,0,
179,0,left,0.0,False,False,1,9,3,
180,1,right,0.0,False,False,1,9,0,
181,0,left,0.0,False,False,1,9,3,
182,1,right,0.0,False,False,1,9,0,
183,0,left,0.0,False,False,1,9,3,
184,1,right,0.0,False,False,1,9,0,
185,0,left,0.0,False,False,1,9,3,
186,1,right,0.0,False,False,1,9,0,
187,0,left,0.0,False,False,1,9,3,
188,1,right,0.0,False,False,1,9,0,
189,0,left,0.0,False,False,1,9,3,
190,1,right,0.0,False,False,1,9,0,
191,0,left,0.0,False,False,1,9,3,
192,1,right,0.0,False,False,1,9,0,
193,0,left,0.0,False,False,1,9,3,
194,1,right,0.0,False,False,1,9,0,
195,0,left,0.0,False,False,1,9,3,
196,1,right,0.0,False,False,1,9,0,
197,0,left,0.0,False,False,1,9,3,
198,1,right,0.0,False,False,1,9,0,
199,0,left,0.0,False,False,1,9,3,
200,1,right,0.0,False,False,1,9,0,
201,0,left,0.0,False,False,1,9,3,
202,1,right,0.0,False,False,1,9,0,
203,0,left,0.0,False,False,1,9,3,
204,1,right,0.0,False,False,1,9,0,
205,0,left,0.0,False,False,1,9,3,
206,1,right,0.0,False,False,1,9,0,
207,0,left,0.0,False,False,1,9,3,
208,1,right,0.0,False,False,1,9,0,
209,0,left,0.0,False,False,1,9,3,
210,1,right,0.0,False,False,1,9,0,
211,0,left,0.0,False,False,1,9,3,
212,1,right,0.0,False,False,1,9,0,
213,0,left,0.0,False,False,1,9,3,
214,1,right,0.0,False,False,1,9,0,
215,0,left,0.0,False,False,1,9,3,
216,1,right,0.0,False,False,1,9,0,
217,0,left,0.0,False,False,1,9,3,
218,1,right,0.0,False,False,1,9,0,
219,0,left,0.0,False,False,1,9,3,
220,1,right,0.0,False,False,1,9,0,
221,0,left,0.0,False,False,1,9,3,
222,1,right,0.0,False,False,1,9,0,
223,0,left,0.0,False,False,1,9,3,
224,1,right,0.0,False,False,1,9,0,
225,0,left,0.0,False,False,1,9,3,
226,1,right,0.0,False,False,1,9,0,
227,0,left,0.0,False,False,1,9,3,
228,1,right,0.0,False,False,1,9,0,
229,0,left,0.0,False,False,1,9,3,
230,1,right,0.0,False,False,1,9,0,
231,0,left,0.0,False,False,1,9,3,
232,1,right,0.0,False,False,1,9,0,
233,0,left,0.0,False,False,1,9,3,
234,1,right,0.0,False,False,1,9,0,
235,0,left,0.0,False,False,1,9,3,
236,1,right,0.0,False,False,1,9,0,
237,0,left,0.0,False,False,1,9,3,
238,1,right,0.0,False,False,1,9,0,
239,0,left,0.0,False,False,1,9,3,
240,1,right,0.0,False,False,1,9,0,
241,0,left,0.0,False,False,1,9,3,
242,1,right,0.0,False,False,1,9,0,
243,0,left,0.0,False,False,1,9,3,
244,1,right,0.0,False,False,1,9,0,
245,0,left,0.0,False,False,1,9,3,
246,1,right,0.0,False,False,1,9,0,
247,0,left,0.0,False,False,1,9,3,
248,1,right,0.0,False,False,1,9,0,
249,0,left,0.0,False,False,1,9,3,
250,1,right,0.0,False,False,1,9,0,
251,0,left,0.0,False,False,1,9,3,
252,1,right,0.0,False,False,1,9,0,
253,0,left,0.0,False,False,1,9,3,
254,1,right,0.0,False,False,1,9,0,
255,0,left,0.0,False,False,1,9,3,
256,1,right,0.0,False,False,1,9,0,
257,0,left,0.0,False,False,1,9,3,
258,1,right,0.0,False,False,1,9,0,
259,0,left,0.0,False,False,1,9,3,
260,1,right,0.0,False,False,1,9,0,
261,0,left,0.0,False,False,1,9,3,
262,1,right,0.0,False,False,1,9,0,
263,0,left,0.0,False,False,1,9,3,
264,1,right,0.0,False,False,1,9,0,
265,0,left,0.0,False,False,1,9,3,
266,1,right,0.0,False,False,1,9,0,
267,0,left,0.0,False,False,1,9,3,
268,1,right,0.0,False,False,1,9,0,
269,0,left,0.0,False,False,1,9,3,
270,1,right,0.0,False,False,1,9,0,
271,0,left,0.0,False,False,1,9,3,
272,1,right,0.0,False,False,1,9,0,
273,0,left,0.0,False,False,1,9,3,
274,1,right,0.0,False,False,1,9,0,
275,0,left,0.0,False,False,1,9,3,
276,1,right,0.0,False,False,1,9,0,
277,0,left,0.0,False,False,1,9,3,
278,1,right,0.0,False,False,1,9,0,
279,0,left,0.0,False,False,1,9,3,
280,1,right,0.0,False,False,1,9,0,
281,0,left,0.0,False,False,1,9,3,
282,1,right,0.0,False,False,1,9,0,
283,0,left,0.0,False,False,1,9,3,
284,1,right,0.0,False,False,1,9,0,
285,0,left,0.0,False,False,1,9,3,
286,1,right,0.0,False,False,1,9,0,
287,0,left,0.0,False,False,1,9,3,
288,1,right,0.0,False,False,1,9,0,
289,0,left,0.0,False,False,1,9,3,
290,1,right,0.0,False,False,1,9,0,
291,0,left,0.0,False,False,1,9,3,
292,1,right,0.0,False,False,1,9,0,
293,0,left,0.0,False,False,1,9,3,
294,1,right,0.0,False,False,1,9,0,
295,0,left,0.0,False,False,1,9,3,
296,1,right,0.0,False,False,1,9,0,
297,0,left,0.0,False,False,1,9,3,
298,1,right,0.0,False,False,1,9,0,
299,0,left,0.0,False,False,1,9,3,
300,1,right,0.0,False,False,1,9,0,
301,0,left,0.0,False,False,1,9,3,
302,1,right,0.0,False,False,1,9,0,
303,0,left,0.0,False,False,1,9,3,
304,1,right,0.0,False,False,1,9,0,
305,0,left,0.0,False,False,1,9,3,
306,1,right,0.0,False,False,1,9,0,
307,0,left,0.0,False,False,1,9,3,
308,1,right,0.0,False,False,1,9,0,
309,0,left,0.0,False,False,1,9,3,
310,1,right,0.0,False,False,1,9,0,
311,0,left,0.0,False,False,1,9,3,
312,1,right,0.0,False,False,1,9,0,
313,0,left,0.0,False,False,1,9,3,
314,1,right,0.0,False,False,1,9,0,
315,0,left,0.0,False,False,1,9,3,
316,1,right,0.0,False,False,1,9,0,
317,0,left,0.0,False,False,1,9,3,
318,1,right,0.0,False,False,1,9,0,
319,0,left,0.0,False,False,1,9,3,
320,1,right,0.0,False,False,1,9,0,
321,0,left,0.0,False,False,1,9,3,
322,1,right,0.0,False,False,1,9,0,
323,0,left,0.0,False,False,1,9,3,
324,1,right,0.0,False,False,1,9,0,
325,0,left,0.0,False,False,1,9,3,
326,1,right,0.0,False,False,1,9,0,
327,0,left,0.0,False,False,1,9,3,
328,1,right,0.0,False,False,1,9,0,
329,0,left,0.0,False,False,1,9,3,
330,1,right,0.0,False,False,1,9,0,
331,0,left,0.0,False,False,1,9,3,
332,1,right,0.0,False,False,1,9,0,
333,0,left,0.0,False,False,1,9,3,
334,1,right,0.0,False,False,1,9,0,
335,0,left,0.0,False,False,1,9,3,
336,1,right,0.0,False,False,1,9,0,
337,0,left,0.0,False,False,1,9,3,
338,1,right,0.0,False,False,1,9,0,
339,0,left,0.0,False,False,1,9,3,
340,1,right,0.0,False,False,1,9,0,
341,0,left,0.0,False,False,1,9,3,
342,1,right,0.0,False,False,1,9,0,
343,0,left,0.0,False,False,1,9,3,
344,1,right,0.0,False,False,1,9,0,
345,0,left,0.0,False,False,1,9,3,
346,1,right,0.0,False,False,1,9,0,
347,0,left,0.0,False,False,1,9,3,
348,1,right,0.0,False,False,1,9,0,
349,0,left,0.0,False,False,1,9,3,
350,1,right,0.0,False,False,1,9,0,
351,0,left,0.0,False,False,1,9,3,
352,1,right,0.0,False,False,1,9,0,
353,0,left,0.0,False,False,1,9,3,
354,1,right,0.0,False,False,1,9,0,
355,0,left,0.0,False,False,1,9,3,
356,1,right,0.0,False,False,1,9,0,
357,0,left,0.0,False,False,1,9,3,
358,1,right,0.0,False,False,1,9,0,
359,0,left,0.0,False,False,1,9,3,
360,1,right,0.0,False,False,1,9,0,
361,0,left,0.0,False,False,1,9,3,
362,1,right,0.0,False,False,1,9,0,
363,0,left,0.0,False,False,1,9,3,
364,1,right,0.0,False,False,1,9,0,
365,0,left,0.0,False,False,1,9,3,
366,1,right,0.0,False,False,1,9,0,
367,0,left,0.0,False,False,1,9,3,
368,1,right,0.0,False,False,1,9,0,
369,0,left,0.0,False,False,1,9,3,
370,1,right,0.0,False,False,1,9,0,
371,0,left,0.0,False,False,1,9,3,
372,1,right,0.0,False,False,1,9,0,
373,0,left,0.0,False,False,1,9,3,
374,1,right,0.0,False,False,1,9,0,
375,0,left,0.0,False,False,1,9,3,
376,1,right,0.0,False,False,1,9,0,
377,0,left,0.0,False,False,1,9,3,
378,1,right,0.0,False,False,1,9,0,
379,0,left,0.0,False,False,1,9,3,
380,1,right,0.0,False,False,1,9,0,
381,0,left,0.0,False,False,1,9,3,
382,1,right,0.0,False,False,1,9,0,
383,0,left,0.0,False,False,1,9,3,
384,1,right,0.0,False,False,1,9,0,
385,0,left,0.0,False,False,1,9,3,
386,1,right,0.0,False,False,1,9,0,
387,0,left,0.0,False,False,1,9,3,
388,1,right,0.0,False,False,1,9,0,
389,0,left,0.0,False,False,1,9,3,
390,1,right,0.0,False,False,1,9,0,
391,0,left,0.0,False,False,1,9,3,
392,1,right,0.0,False,False,1,9,0,
393,0,left,0.0,False,False,1,9,3,
394,1,right,0.0,False,False,1,9,0,
395,0,left,0.0,False,False,1,9,3,
396,1,right,0.0,False,False,1,9,0,
397,0,left,0.0,False,False,1,9,3,
398,1,right,0.0,False,False,1,9,0,
399,0,left,0.0,False,False,1,9,3,
400,1,right,0.0,False,False,1,9,0,
401,0,left,0.0,False,False,1,9,3,
402,1,right,0.0,False,False,1,9,0,
403,0,left,0.0,False,False,1,9,3,
404,1,right,0.0,False,False,1,9,0,
405,0,left,0.0,False,False,1,9,3,
406,1,right,0.0,False,False,1,9,0,
407,0,left,0.0,False,False,1,9,3,
408,1,right,0.0,False,False,1,9,0,
409,0,left,0.0,False,False,1,9,3,
410,1,right,0.0,False,False,1,9,0,
411,0,left,0.0,False,False,1,9,3,
412,1,right,0.0,False,False,1,9,0,
413,0,left,0.0,False,False,1,9,3,
414,1,right,0.0,False,False,1,9,0,
415,0,left,0.0,False,False,1,9,3,
416,1,right,0.0,False,False,1,9,0,
417,0,left,0.0,False,False,1,9,3,
418,1,right,0.0,False,False,1,9,0,
419,0,left,0.0,False,False,1,9,3,
420,1,right,0.0,False,False,1,9,0,
421,0,left,0.0,False,False,1,9,3,
422,1,right,0.0,False,False,1,9,0,
423,0,left,0.0,False,False,1,9,3,
424,1,right,0.0,False,False,1,9,0,
425,0,left,0.0,False,False,1,9,3,
426,1,right,0.0,False,False,1,9,0,
427,0,left,0.0,False,False,1,9,3,
428,1,right,0.0,False,False,1,9,0,
429,0,left,0.0,False,False,1,9,3,
430,1,right,0.0,False,False,1,9,0,
431,0,left,0.0,False,False,1,9,3,
432,1,right,0.0,False,False,1,9,0,
433,0,left,0.0,False,False,1,9,3,
434,1,right,0.0,False,False,1,9,0,
435,0,left,0.0,False,False,1,9,3,
436,1,right,0.0,False,False,1,9,0,
437,0,left,0.0,False,False,1,9,3,
438,1,right,0.0,False,False,1,9,0,
439,0,left,0.0,False,False,1,9,3,
440,1,right,0.0,False,False,1,9,0,
441,0,left,0.0,False,False,1,9,3,
442,1,right,0.0,False,False,1,9,0,
443,0,left,0.0,False,False,1,9,3,
444,1,right,0.0,False,False,1,9,0,
445,0,left,0.0,False,False,1,9,3,
446,1,right,0.0,False,False,1,9,0,
447,0,left,0.0,False,False,1,9,3,
448,1,right,0.0,False,False,1,9,0,
449,0,left,0.0,False,False,1,9,3,
450,1,right,0.0,False,False,1,9,0,
451,0,left,0.0,False,False,1,9,3,
452,1,right,0.0,False,False,1,9,0,
453,0,left,0.0,False,False,1,9,3,
454,1,right,0.0,False,False,1,9,0,
455,0,left,0.0,False,False,1,9,3,
456,1,right,0.0,False,False,1,9,0,
457,0,left,0.0,False,False,1,9,3,
458,1,right,0.0,False,False,1,9,0,
459,0,left,0.0,False,False,1,9,3,
460,1,right,0.0,False,False,1,9,0,
461,0,left,0.0,False,False,1,9,3,
462,1,right,0.0,False,False,1,9,0,
463,0,left,0.0,False,False,1,9,3,
464,1,right,0.0,False,False,1,9,0,
465,0,left,0.0,False,False,1,9,3,
466,1,right,0.0,False,False,1,9,0,
467,0,left,0.0,False,False,1,9,3,
468,1,right,0.0,False,False,1,9,0,
469,0,left,0.0,False,False,1,9,3,
470,1,right,0.0,False,False,1,9,0,
471,0,left,0.0,False,False,1,9,3,
472,1,right,0.0,False,False,1,9,0,
473,0,left,0.0,False,False,1,9,3,
474,1,right,0.0,False,False,1,9,0,
475,0,left,0.0,False,False,1,9,3,
476,1,right,0.0,False,False,1,9,0,
477,0,left,0.0,False,False,1,9,3,
478,1,right,0.0,False,False,1,9,0,
479,0,left,0.0,False,False,1,9,3,
480,1,right,0.0,False,False,1,9,0,
481,0,left,0.0,False,False,1,9,3,
482,1,right,0.0,False,False,1,9,0,
483,0,left,0.0,False,False,1,9,3,
484,1,right,0.0,False,False,1,9,0,
485,0,left,0.0,False,False,1,9,3,
486,1,right,0.0,False,False,1,9,0,
487,0,left,0.0,False,False,1,9,3,
488,1,right,0.0,False,False,1,9,0,
489,0,left,0.0,False,False,1,9,3,
490,1,right,0.0,False,False,1,9,0,
491,0,left,0.0,False,False,1,9,3,
492,1,right,0.0,False,False,1,9,0,
493,0,left,0.0,False,False,1,9,3,
494,1,right,0.0,False,False,1,9,0,
495,0,left,0.0,False,False,1,9,3,
496,1,right,0.0,False,False,1,9,0,
497,0,left,0.0,False,False,1,9,3,
498,1,right,0.0,False,False,1,9,0,
499,0,left,0.0,False,False,1,9,3,
500,1,right,0.0,False,False,1,9,0,
